Country,Code,Year,Share of the richest quintile in total income or expenditure,Share of the 4th quintile in total income or expenditure,Share of the 3rd quintile in total income or expenditure,Share of the 2nd quintile in total income or expenditure,Share of the poorest quintile in total income or expenditure
Uganda,UGA,2019,49.54682788,20.27106633,14.05231251,10.03429346,6.095499826
Ukraine,UKR,1992,37.7901518,23.15600806,17.70016112,13.36045229,7.993226736
Ukraine,UKR,1993,37.80722562,22.70242641,17.33670645,13.33641754,8.817223978
Ukraine,UKR,1995,45.73186009,21.92175218,15.40907222,10.77006662,6.167248892
Ukraine,UKR,1996,42.6560182,22.05293516,16.19838269,11.96125687,7.131407088
Ukraine,UKR,1999,37.77317442,22.70203714,17.41169708,13.30984023,8.803251132
Ukraine,UKR,2002,37.97955766,22.63417,17.30229637,13.30863628,8.775339684
Ukraine,UKR,2003,37.98265809,22.34236769,17.18362143,13.40551299,9.085839792
Ukraine,UKR,2004,37.86079138,22.66430971,17.29610459,13.38784093,8.790953379
Ukraine,UKR,2005,37.99919347,22.64779205,17.23526011,13.31257492,8.805179444
Ukraine,UKR,2006,38.76444735,22.29572343,17.03388377,13.12380493,8.782140525
Ukraine,UKR,2007,36.61929035,22.53188902,17.5969098,13.78891074,9.463000085
Ukraine,UKR,2008,36.37742201,22.53338819,17.59889034,13.85762028,9.632679176
Ukraine,UKR,2009,35.42772118,22.51679629,17.81365999,14.24761239,9.994210155
Ukraine,UKR,2010,35.16597199,22.38819275,17.92510921,14.3066885,10.21403755
Ukraine,UKR,2011,34.87371145,22.50440773,17.95458218,14.42779187,10.23950676
Ukraine,UKR,2012,35.02588396,22.5522921,17.89551495,14.31484325,10.21146575
Ukraine,UKR,2013,35.05135265,22.20942318,17.93762507,14.53005833,10.27154076
Ukraine,UKR,2014,34.60539427,22.361686,18.00052553,14.57359738,10.45879682
Ukraine,UKR,2015,35.58983029,22.35617191,17.75379543,14.27888746,10.0213149
Ukraine,UKR,2016,35.14101245,22.44885325,17.9335192,14.40376066,10.07285445
Ukraine,UKR,2017,35.9700294,22.39999893,17.80492762,14.00633253,9.818711527
Ukraine,UKR,2018,36.07543648,22.25858365,17.75739805,14.05687591,9.851705918
Ukraine,UKR,2019,36.54952614,22.1929513,17.54916753,14.04415664,9.664198381
Ukraine,UKR,2020,35.94190551,22.12042469,17.61779599,14.30620491,10.0136689
United Arab Emirates,ARE,2013,38.22647645,25.47826707,18.03630159,12.04493815,6.214016737
United Kingdom,GBR,1969,41.90466703,22.34043299,15.84315971,12.02081933,7.890920935
United Kingdom,GBR,1974,38.8855078,22.470526,16.83448648,13.09521849,8.714261226
United Kingdom,GBR,1979,37.50296789,22.80904354,17.27001617,13.46196504,8.956007361
United Kingdom,GBR,1986,39.53414924,22.94898464,17.18488137,12.78994455,7.542040199
United Kingdom,GBR,1991,42.85227841,22.75409511,16.0431149,11.55716357,6.793348018
United Kingdom,GBR,1994,43.18394882,22.28666231,15.97577047,11.55137155,7.002246852
United Kingdom,GBR,1995,42.82685189,22.39499434,16.06643092,11.6417529,7.069969956
United Kingdom,GBR,1996,42.5654196,22.44568707,16.17570721,11.71561211,7.097574012
United Kingdom,GBR,1997,42.93672006,22.35018163,16.0593839,11.65822306,6.99549135
United Kingdom,GBR,1998,43.7336343,22.09399154,15.82882004,11.46016378,6.883390333
United Kingdom,GBR,1999,43.82863974,22.08053298,15.79890828,11.45511646,6.836802541
United Kingdom,GBR,2000,46.50422767,20.97979624,15.02760934,10.90703695,6.581329799
United Kingdom,GBR,2001,45.05777334,21.46611418,15.40686912,11.25441915,6.814824215
United Kingdom,GBR,2002,43.20878385,21.8086388,16.05738348,11.78814044,7.137053419
United Kingdom,GBR,2003,42.9434139,21.99312335,16.10667095,11.79477978,7.16201202
United Kingdom,GBR,2004,43.00738878,22.27593229,16.25350752,11.75765715,6.70551427
United Kingdom,GBR,2005,41.31468516,22.82819643,16.77701453,12.1766467,6.903457182
United Kingdom,GBR,2006,41.96089995,22.39021005,16.500972,12.10175052,7.04616748
United Kingdom,GBR,2007,42.97526408,21.99683444,16.17619306,11.90402191,6.947686517
United Kingdom,GBR,2008,41.62106,22.53256898,16.4244675,12.2120014,7.209902112
United Kingdom,GBR,2009,41.67579469,22.50111364,16.61479684,11.97681981,7.231475032
United Kingdom,GBR,2010,41.81812828,22.4652181,16.46011127,11.9098445,7.346697857
United Kingdom,GBR,2011,40.71671855,22.80461951,16.8087396,12.23251055,7.437411777
United Kingdom,GBR,2012,39.98004007,23.05991582,17.01916741,12.29728974,7.643586958
United Kingdom,GBR,2013,40.50111817,23.06618875,16.89206892,12.1681616,7.372462555
United Kingdom,GBR,2014,41.25773375,22.87370156,16.63024676,11.98098733,7.257330597
United Kingdom,GBR,2015,40.59830506,22.97475291,16.80915899,12.17087342,7.446909626
United Kingdom,GBR,2016,42.05458934,22.53825633,16.37297883,11.90785383,7.126321665
United Kingdom,GBR,2017,42.0898722,22.77417616,16.48032738,11.84461201,6.811012245
United States,USA,1974,41.7624899,23.23631402,16.74884109,12.01873119,6.233623807
United States,USA,1979,41.12243981,23.39072942,16.90782479,12.06909475,6.509911233
United States,USA,1986,43.07642335,23.58643395,16.45034387,11.26110279,5.625696038
United States,USA,1991,43.76758909,23.27721394,16.33945572,11.05036772,5.565373529
United States,USA,1992,44.01668845,23.27418068,16.24408788,10.99335357,5.47168942
United States,USA,1993,45.76654986,22.77417709,15.71232708,10.51626902,5.230676947
United States,USA,1994,45.58942367,22.64621793,15.72630256,10.64783734,5.3902185
United States,USA,1995,45.57001764,22.56893889,15.67252539,10.68864085,5.49987723
United States,USA,1996,45.93571481,22.52067521,15.5465865,10.54407354,5.452949934
United States,USA,1997,46.19588284,22.34790868,15.48930977,10.54623157,5.420667143
United States,USA,1998,45.60482284,22.54526129,15.71155575,10.70997043,5.428389684
United States,USA,1999,45.65216955,22.5319156,15.68078443,10.6575023,5.477628125
United States,USA,2000,45.8891984,22.30844815,15.58203167,10.70456664,5.515755136
United States,USA,2001,46.23086556,22.24567266,15.51246444,10.60855897,5.402438372
United States,USA,2002,45.91447219,22.49358228,15.63313496,10.62669737,5.332113194
United States,USA,2003,46.2257059,22.56625862,15.50700903,10.48503715,5.215989288
United States,USA,2004,45.80119047,22.47902853,15.68113406,10.71911745,5.319529488
United States,USA,2005,46.52720016,22.25537571,15.41992801,10.54164953,5.255846594
United States,USA,2006,46.85172703,22.20696448,15.35224085,10.40218228,5.186885357
United States,USA,2007,46.29892436,22.43017754,15.53644339,10.53451181,5.199942893
United States,USA,2008,46.24686027,22.53520506,15.5228185,10.50432511,5.190791057
United States,USA,2009,46.23119846,22.42679885,15.45474608,10.48880226,5.398454342
United States,USA,2010,45.55237926,22.86578893,15.68117248,10.57003087,5.330628461
United States,USA,2011,46.41647683,22.63729103,15.38631424,10.32068815,5.239229743
United States,USA,2012,46.38191641,22.6430026,15.41675387,10.33527862,5.223048499
United States,USA,2013,46.22307433,22.64252367,15.43569679,10.37815398,5.320551228
United States,USA,2014,47.19828088,22.3698709,14.97794547,10.24397234,5.209930408
United States,USA,2015,46.9125956,22.4247984,15.08829368,10.29396987,5.280342463
United States,USA,2016,46.69286702,22.50405876,15.25337354,10.3169383,5.232762378
United States,USA,2017,46.60104644,22.67997345,15.32034639,10.23420228,5.164431445
United States,USA,2018,46.87344598,22.45047149,15.25479852,10.25360122,5.16768278
United States,USA,2019,46.98407528,22.49002397,15.19986935,10.17972523,5.146306171
Uruguay,URY,2006,51.60812911,21.18002569,13.5451812,8.778430042,4.888233949
Uruguay,URY,2007,51.94682083,21.13947001,13.43553139,8.696439457,4.781738309
Uruguay,URY,2008,50.78786393,21.36366196,13.80107903,9.041090786,5.006304292
Uruguay,URY,2009,50.97527018,21.45858583,13.81140067,8.954989824,4.799753494
Uruguay,URY,2010,50.14304891,21.63054974,13.9919988,9.189100834,5.045301713
Uruguay,URY,2011,48.04109107,22.06759636,14.70235353,9.827683925,5.361275108
Uruguay,URY,2012,45.84734906,22.80758665,15.38762745,10.35576279,5.601674052
Uruguay,URY,2013,46.42890486,22.41976247,15.29544423,10.32412181,5.53176663
Uruguay,URY,2014,46.08540728,22.52514306,15.37407181,10.43089492,5.584482926
Uruguay,URY,2015,46.05173567,22.55094648,15.44105296,10.37869706,5.577567816
Uruguay,URY,2016,45.81978506,22.47498526,15.44452007,10.51792286,5.742786756
Uruguay,URY,2017,45.74874342,22.36553736,15.42373208,10.57716708,5.884820056
Uruguay,URY,2018,45.90131052,22.46349773,15.32358904,10.44716101,5.8644417
Uruguay,URY,2019,45.86907614,22.4655311,15.3838556,10.44793409,5.83360306
Uruguay,URY,2020,46.15607921,22.53243455,15.34137286,10.29295729,5.677156092
Uruguay - urban,,1981,49.18258629,21.61576574,14.59055081,9.628304659,4.98279251
Uruguay - urban,,1989,48.07710283,21.80003716,14.86772595,9.995012669,5.260121381
Uruguay - urban,,1992,47.35577454,22.02987881,15.0458519,10.15734434,5.411150403
Uruguay - urban,,1995,46.80874723,22.31835027,15.20972048,10.25912115,5.404060868
Uruguay - urban,,1996,46.75454188,22.25215251,15.21025803,10.38105589,5.401991682
Uruguay - urban,,1997,47.36994161,22.09486062,15.05580708,10.09808414,5.38130654
Uruguay - urban,,1998,48.12899576,22.0522409,14.88843352,9.879895203,5.050434614
Uruguay - urban,,2000,48.59924203,21.92662936,14.68316884,9.685428405,5.105531364
Uruguay - urban,,2001,50.41110547,21.80982075,13.91790952,9.077165223,4.783999039
Uruguay - urban,,2002,50.88768316,21.70478246,13.81018476,8.854306246,4.743043382
Uruguay - urban,,2003,50.77904077,21.35899565,13.81840718,8.964378779,5.07917763
Uruguay - urban,,2004,51.24365927,21.49755189,13.74315743,8.770581564,4.745049838
Uruguay - urban,,2005,50.21210695,21.69119428,14.13530867,9.132451662,4.82893844
Uzbekistan,UZB,1998,49.10309558,22.51441671,14.81427188,9.60118926,3.96702658
Uzbekistan,UZB,2000,43.66343316,21.70795283,15.85041604,11.68519878,7.092999185
Uzbekistan,UZB,2002,41.99102357,21.11722641,16.06176895,12.60359451,8.226386563
Uzbekistan,UZB,2003,43.39181552,21.37582589,15.7935308,12.01995636,7.418871431
Vanuatu,VUT,2010,44.54909071,21.85713067,15.61546006,11.19816158,6.780156977
Vanuatu,VUT,2019,39.87590309,22.98431394,17.23390621,12.3563117,7.549565065
Venezuela,VEN,1981,59.86602571,19.37956091,11.18705623,6.46889467,3.098462482
Venezuela,VEN,1987,57.99167161,20.23294849,11.63142188,6.767854582,3.376103437
Venezuela,VEN,1989,48.73291717,22.21656529,14.88534628,9.722671252,4.44250001
Venezuela,VEN,1992,47.74674704,21.98050672,15.03401092,10.21687052,5.021864803
Venezuela,VEN,1995,51.9436108,21.418409,13.78840822,8.773159817,4.076412161
Venezuela,VEN,1998,52.4976555,21.48116648,13.7879423,8.587957659,3.645278065
Venezuela,VEN,1999,52.36144666,21.31678139,13.77895359,8.752300893,3.790517458
Venezuela,VEN,2001,51.97143972,21.52319714,13.71916165,8.820595349,3.965606138
Venezuela,VEN,2002,53.17584014,21.51459206,13.54707601,8.472647196,3.289844606
Venezuela,VEN,2003,52.07563534,21.99584042,13.97337592,8.703817307,3.251331015
Venezuela,VEN,2004,51.59353241,22.00530552,14.16523229,8.903309882,3.332619897
Venezuela,VEN,2005,52.92009921,21.76137882,13.93549038,8.58898685,2.794044739
Venezuela,VEN,2006,49.53433859,22.07280054,14.60242543,9.567219498,4.223215938
Vietnam,VNM,1992,44.08413775,21.32307261,15.25959371,11.53942966,7.793766263
Vietnam,VNM,1997,44.17276476,20.95559389,15.19130705,11.71934826,7.960986039
Vietnam,VNM,2002,45.36310632,21.0659538,14.83852443,11.21403996,7.518375496
Vietnam,VNM,2004,44.53769208,21.78549808,15.25730761,11.25770871,7.16179352
Vietnam,VNM,2006,43.25612408,22.2988586,15.79021441,11.48418364,7.17061927
Vietnam,VNM,2008,43.46356777,21.8376788,15.66370807,11.62381498,7.411230381
Vietnam,VNM,2010,46.29415013,21.41116152,14.99741217,10.83878126,6.458494923
Vietnam,VNM,2012,43.01829429,22.19638076,16.1087691,11.62345118,7.053104683
Vietnam,VNM,2014,42.15550366,22.36260342,16.41302164,12.00785855,7.06101273
Vietnam,VNM,2016,42.49755612,22.41139067,16.31600713,11.87605458,6.898991502
Vietnam,VNM,2018,42.88311389,22.27592759,16.27875822,11.86694259,6.695257702
Yemen,YEM,1998,42.3863367,22.56074028,16.17123397,11.7564541,7.125234952
Yemen,YEM,2005,43.15550938,21.11039838,15.86735433,11.98834359,7.878394323
Yemen,YEM,2014,44.7029847,21.23485601,15.30336561,11.46704088,7.291752806
Zambia,ZMB,1991,61.8812914,22.0775667,10.77117446,4.333798336,0.936169093
Zambia,ZMB,1993,56.60647422,21.00123071,12.31275123,7.036912185,3.042631658
Zambia,ZMB,1996,53.62109313,20.66995342,12.91073553,8.30812065,4.490097263
Zambia,ZMB,1998,54.1941481,20.50851857,12.84744488,8.135925198,4.313963253
Zambia,ZMB,2002,48.81993672,20.65434771,14.2197272,10.18233144,6.123656924
Zambia,ZMB,2004,58.97370636,19.37390543,11.2302766,6.873324177,3.548787431
Zambia,ZMB,2006,59.46840588,19.14513655,11.05480371,6.786949165,3.544704698
Zambia,ZMB,2010,61.05027042,17.88996909,10.4881704,6.761817707,3.809772388
Zambia,ZMB,2015,61.26768004,19.2789317,10.56979886,5.99957864,2.884010754
Zimbabwe,ZWE,2011,49.66446318,21.0112862,14.00220405,9.497564719,5.824481845
Zimbabwe,ZWE,2017,51.11168383,20.6316329,13.17113674,9.121204313,5.964342216
